text,outcome
Student athletes use online workouts to stay sharp during COVID-19 restrictions,real
Kitchener-Waterloo Oktoberfest to sell Benton Street office,real
How Wiikwemkoong is getting supplies to residents during COVID-19 pandemic,real
How those working with seniors are trying to keep them safe from COVID-19,real
"Trudeau to meet with premiers, Indigenous leaders Thursday as COVID-19 spreads and oil prices tank",real
Trump's carnival-show narcissism is dangerous in the face of COVID-19,real
Are large gatherings still a good idea in Alberta? Views vary as COVID-19 situation changes rapidly,real
"No, you can't make an N95 mask out of a bra",real
Quebec biotech firm produces a potential COVID-19 vaccine,real
U of C suspends in-person classes due to COVID-19,real
Read the stories of this week's CBC Toronto 'Front-line Heroes',real
COVID-19 self-isolation a problem for those in addiction recovery,real
Twitter can be used to track spread of diseases like COVID-19: Guelph researchers,real
"When it's time, COVID-19 restrictions will be lifted in intervals, Morrison says",real
CBC Windsor COVID-19 update: Here's what you need to know March 23,real
"Manitoba working to be 1st province to reopen, premier says, but caution and more testing needed",real
A push to save lives as longstanding issues leave long-term care homes susceptible to COVID-19,real
City of Calgary outlines plans to 'flatten the curve' of COVID-19,real
"Yukon gov't minister self-isolates, gets tested for COVID-19",real
"COVID-19 spread to N.L. 'inevitable,' precautions appropriate so far: Officer of health",real
Polar Bear Express suspended as fears of COVID-19 spread,real
"Calgary minor soccer spectator tested positive for COVID-19, league says",real
Trudeau and COVID-19: walking a fine line between inciting panic and inducing complacency,real
CBC Montreal news at 11 is back,real
"Motel rooms available for homeless, marginalized people who need place to self-isolate in Thunder Bay, Ont.",real
Questions emerge about RCMP's failure to send emergency alert on gunman's rampage,real
Hospital still 'open for business' as officials work to limit possible spread of COVID-19,real
Working poor among the hardest hit during COVID-19 pandemic,real
At least 25 dead in attack on Sikh worshippers in Afghanistan,real
"A new, softer Jason Kenney emerges from the great oil collapse of 2020",real
"Funeral directors want special designation to access supplies, cause of death information during outbreak",real
Keeping the faith during the COVID-19 pandemic — by praying at home and staying connected online,real
"Funeral directors want special designation to access supplies, cause of death information during outbreak",real
"COVID-19 spread to N.L. 'inevitable,' precautions appropriate so far: Officer of health",real
"Thursday, March 12: Here's how Nova Scotia is being impacted by COVID-19 today",real
"Renowned B.C. ultra-marathoner to run 160 km, climb 9,000 metres in garage",real
"Ontario working on motion to suspend legislature, if necessary, due to COVID-19 outbreak",real
COVID-19: Albertans urged to cancel all gatherings of more than 250 people,real
Life under lockdown: How monks and nuns find liberation in isolation,real
Life under lockdown: How L'Arche lives a community credo during a time of isolation,real
McMaster students can replace failed course with 'no credit' amid COVID-19,real
Winnipeg fire-paramedic station reopens after concerns about possible COVID-19 exposure,real
COVID-19 fallout wipes out sporting events in B.C.,real
CBU's international students face uncertainty as end of term nears,real
B.C.'s 7th COVID-19 case connected to woman who flew from Iran,real
City of Calgary outlines plans to 'flatten the curve' of COVID-19,real
"'I'll just keep training': As Olympics get closer, Edmonton athlete's dream seems further away",real
Nunavik confirms case of COVID-19 in Inukjuak,real
"Yukon gov't minister self-isolates, gets tested for COVID-19",real
Here's what's cancelled due to COVID-19 in the Ottawa area,real
"Thinking of having someone over for dinner? Think again, says Sask.'s top doctor",real
"Calgary minor soccer spectator tested positive for COVID-19, league says",real
'I'm blown away': 27 more residents and workers at Heritage Green have COVID-19 symptoms,real
"Pets can't spread COVID-19, veterinarians say",real
COVID-19 fallout wipes out sporting events in B.C.,real
How those working with seniors are trying to keep them safe from COVID-19,real
Trump's carnival-show narcissism is dangerous in the face of COVID-19,real
"Trudeau to meet with premiers, Indigenous leaders Thursday as COVID-19 spreads and oil prices tank",real
Are large gatherings still a good idea in Alberta? Views vary as COVID-19 situation changes rapidly,real
Here's what's cancelled due to COVID-19 in the Ottawa area,real
"Thinking of having someone over for dinner? Think again, says Sask.'s top doctor",real
'We make zero': How COVID-19 is likely to impact B.C.'s economy,real
"To travel or not to travel: Only go if it's essential, says infectious disease expert",real
"Pets can't spread COVID-19, veterinarians say",real
P.E.I. preparing for negative economic impacts of COVID-19,real
"What you need to know about COVID-19 in Alberta on Thursday, April 9",real
Extreme measures: European governments pull out the stops to slow COVID-19,real
'We make zero': How COVID-19 is likely to impact B.C.'s economy,real
Vincent van Gogh painting stolen from Dutch museum in overnight raid,real
"Rothesay family goes step further, confines teen to separate house after European trip",real
'Dynamic and fluid situation': Thunder Bay officials revisit municipal decisions ahead of virtual town hall,real
CBC Montreal news at 11 is back,real
What's next for Canada if the WHO calls COVID-19 a pandemic?,real
B.C.'s 7th COVID-19 case connected to woman who flew from Iran,real
Hospital still 'open for business' as officials work to limit possible spread of COVID-19,real
Get informed on the top stories of the day in one quick scan,real
"To travel or not to travel: Only go if it's essential, says infectious disease expert",real
P.E.I. Shellfish Association wants 2-week delay to season because of COVID-19,real
Vincent van Gogh painting stolen from Dutch museum in overnight raid,real
"A new, softer Jason Kenney emerges from the great oil collapse of 2020",real
Fredericton couple quarantined on cruise ship will return to Canada,real
Why Manitoba's middle-of-the-road economy cannot weather a pandemic on its own,real
"Saudi officials say Yemen ceasefire is in effect, but Houthis yet to officially respond",real
Death toll from new coronavirus outbreak in China reaches 17,real
Yukon enforcing border closure for all non-essential travel,real
B.C. introduces job protection for employees unable to work due to COVID-19,real
COVID-19 is more widespread than numbers suggest — so act like it,real
"COVID-19 cases in Alberta rise to 226, with 31 new cases since Friday",real
McDonald's closes Rymal Road location after employee tests positive for COVID-19,real
'To say we weren't disappointed would be a lie': Artists react to cancellation of Juno Awards,real
Federal agency sends workers home as employee undergoes testing for COVID-19,real
U.S. warns its citizens in China about mystery pneumonia outbreak,real
COVID-19 outbreak declared at Barton jail after inmate tests positive,real
Nova Scotia gas prices plummet by 10 cents a litre,real
Chief medical officer accuses union of fear mongering over Northwood COVID-19 crisis,real
COVID-19 earns 2nd chance for accused in wild police chase caught skipping bail,real
"Suspected, confirmed COVID-19 patients filling roughly 1 in 4 Ontario ICU beds",real
'Like a petri dish': Advocates worry Toronto's homeless shelters are ill-prepared for COVID-19,real
"In 2003, Canada failed the pandemic test. Here's what we've learned since",real
